time	nose_x	nose_y	r_shoulder_x	r_shoulder_y	l_shoulder_x	l_shooulder_t	cursor_x	cursor_y	block	repetition	target	trial	state	comeback	is_blind	at_home	count_mouse	score
19730.216156002134	0.5201177597045898	0.559207558631897	0.3164859414100647	0.8786458373069763	0.7880628108978271	0.8769562244415283	850.989066344703	359.0359271201306	1	1	0	1	0	1	0	1	0	0
19763.313910000026	0.5201177597045898	0.559207558631897	0.3164859414100647	0.8786458373069763	0.7880628108978271	0.8769562244415283	862.4936114284553	359.63878476742923	1	1	0	1	0	1	0	1	0	0
19796.42592800036	0.5201177597045898	0.559207558631897	0.3164859414100647	0.8786458373069763	0.7880628108978271	0.8769562244415283	890.8369738281298	359.70489240473336	1	1	0	1	0	1	0	1	0	0
19829.560758002102	0.5201177597045898	0.559207558631897	0.3164859414100647	0.8786458373069763	0.7880628108978271	0.8769562244415283	905.839461692095	359.32412625735947	1	1	0	1	0	1	0	1	0	0
19862.69820600003	0.5210661292076111	0.5535436272621155	0.31589585542678833	0.8776331543922424	0.7942678332328796	0.8760890364646912	935.0161657260242	358.44484589511	1	1	0	1	0	1	0	1	0	0
19895.780526001006	0.5210661292076111	0.5535436272621155	0.31589585542678833	0.8776331543922424	0.7942678332328796	0.8760890364646912	980.1323754171058	360.49514812736663	1	1	0	1	0	1	0	1	0	0
19928.881387002766	0.5210661292076111	0.5535436272621155	0.31589585542678833	0.8776331543922424	0.7942678332328796	0.8760890364646912	1010.7391323663165	364.908885852392	1	1	0	1	0	1	0	1	0	0
19961.975292999297	0.5199519395828247	0.5600160956382751	0.3142364025115967	0.8739266991615295	0.7825004458427429	0.8761661052703857	1049.3578651849882	373.47838585565734	1	1	0	1	0	1	0	1	0	0
19995.121460001916	0.5199519395828247	0.5600160956382751	0.3142364025115967	0.8739266991615295	0.7825004458427429	0.8761661052703857	1060.2554297445708	376.98153231664685	1	1	0	1	0	1	0	1	0	0
20028.29319000244	0.5199519395828247	0.5600160956382751	0.3142364025115967	0.8739266991615295	0.7825004458427429	0.8761661052703857	1046.8819052937547	375.3897633594007	1	1	0	1	0	1	0	1	0	0
20061.435132000595	0.5275520086288452	0.5548768639564514	0.30466267466545105	0.8800694346427917	0.7824684381484985	0.8761034607887268	1025.3508066269956	370.5950759657922	1	1	0	1	0	1	0	1	0	0
20097.79822700098	0.5275520086288452	0.5548768639564514	0.30466267466545105	0.8800694346427917	0.7824684381484985	0.8761034607887268	1014.250480027886	367.29780725450314	1	1	0	1	0	1	0	1	0	0
20130.91972700134	0.5275520086288452	0.5548768639564514	0.30466267466545105	0.8800694346427917	0.7824684381484985	0.8761034607887268	1004.3980654270526	363.4991398544342	1	1	0	1	0	1	0	1	0	0
20164.015092000365	0.5275520086288452	0.5548768639564514	0.30466267466545105	0.8800694346427917	0.7824684381484985	0.8761034607887268	987.0807847564366	350.6685566975501	1	1	0	1	0	1	0	1	0	0
20197.12063300237	0.5275520086288452	0.5548768639564514	0.30466267466545105	0.8800694346427917	0.7824684381484985	0.8761034607887268	986.0424798942944	342.5883151087971	1	1	0	1	0	1	0	1	0	0
20230.210485000163	0.5275520086288452	0.5548768639564514	0.30466267466545105	0.8800694346427917	0.7824684381484985	0.8761034607887268	991.0447699453922	336.05274140062875	1	1	0	1	0	1	0	1	0	0
20263.294603001326	0.5245921611785889	0.5723240375518799	0.3075885772705078	0.8801822662353516	0.7899851202964783	0.8791413903236389	1002.3811849693446	329.70271428181263	1	1	0	1	0	1	0	1	0	0
20296.53704600036	0.5245921611785889	0.5723240375518799	0.3075885772705078	0.8801822662353516	0.7899851202964783	0.8791413903236389	998.6325544303271	324.46199018710286	1	1	0	1	0	1	0	1	0	0
20330.35730700195	0.5245921611785889	0.5723240375518799	0.3075885772705078	0.8801822662353516	0.7899851202964783	0.8791413903236389	983.153193196482	320.35340890660046	1	1	0	1	0	1	0	1	0	0
20363.436606999487	0.5245921611785889	0.5723240375518799	0.3075885772705078	0.8801822662353516	0.7899851202964783	0.8791413903236389	949.6004013631704	313.9982796551677	1	1	0	1	0	1	0	1	0	0
20396.57772500068	0.5245921611785889	0.5723240375518799	0.3075885772705078	0.8801822662353516	0.7899851202964783	0.8791413903236389	927.1885151272611	310.34749147533046	1	1	0	1	0	1	0	1	0	0
20429.71277499944	0.5261157751083374	0.5626340508460999	0.30711764097213745	0.879841148853302	0.7866520285606384	0.8763924837112427	903.6054429519368	307.33846288450286	1	1	0	1	0	1	0	1	0	0
20462.82300899923	0.5261157751083374	0.5626340508460999	0.30711764097213745	0.879841148853302	0.7866520285606384	0.8763924837112427	901.7818600263287	310.01939472616573	1	1	0	1	0	1	0	1	0	0
20496.46507300064	0.5261157751083374	0.5626340508460999	0.30711764097213745	0.879841148853302	0.7866520285606384	0.8763924837112427	917.2774456983796	316.95045252960733	1	1	0	1	0	1	0	1	0	0
